124.1_effrng	55.34	792853732	3195
124.1_effrng_biome	86.93	1247736515	5053
124.1_nom	30.68	298827516	3567
124.1_effrng	11.36	102922085	3217
124.1_effrng_biome	40.49	567808681	2759
124.1_nom	21.84	226419084	1465
124.1_effrng	83.92	1176179842	6257
124.1_effrng_biome	4.34	40344747	1219
124.1_nom	872.73	1357390584	13007
124.1_effrng	59.20	852236229	2828
124.1_effrng_biome	24.02	352671909	1028
124.1_nom	18.89	206313344	774
124.1_effrng	26.44	398593830	600
124.1_effrng_biome	124.08	1925328176	386
124.1_nom	1016.80	2049080852	17296
124.1_effrng	11.29	113217306	2477
124.1_effrng_biome	35.18	531589552	847
124.1_nom	478.13	1141637112	4915
124.1_effrng	1.54	5557327	852
124.1_effrng_biome	133.46	2030015215	2375
124.1_nom	151.27	1630085791	6938
124.1_effrng	109.07	1524890688	6654
124.1_effrng_biome	140.30	2061382926	4798
124.1_nom	486.68	1043584454	16496
124.1_effrng	35.63	539515016	407
124.1_effrng_biome	66.91	932707319	4106
124.1_nom	785.70	342181468	4340
124.1_effrng	5.87	87514637	200
124.1_effrng_biome	59.20	918754842	32
124.1_nom	398.23	153637562	7453
124.1_effrng	51.56	785142831	581
124.1_effrng_biome	51.16	711865635	3387
124.1_nom	14.08	155790284	240
124.1_effrng	341.15	768067550	8512
124.1_effrng_biome	623.25	940259746	5961
124.1_nom	37.88	429415198	395
124.1_effrng	62.98	789742080	7911
124.1_effrng_biome	94.18	1456747086	5
124.1_nom	35.82	398817548	357
124.1_effrng	48.37	677443015	3022
124.1_effrng_biome	922.98	845622300	21228
124.1_nom	157.41	1738654198	3357
124.1_effrng	412.56	1741155473	12335
124.1_effrng_biome	21.43	327221173	82
124.1_nom	151.97	1726704101	402
124.1_effrng	5.39	55868104	1180
124.1_effrng_biome	5.32	40176618	1718
124.1_nom	20.40	201051780	2092
124.1_effrng	89.84	1358542253	1196
124.1_effrng_biome	68.78	1053129497	664
124.1_nom	130.12	1489064444	202
124.1_effrng	21.76	262807790	3204
124.1_effrng_biome	618.37	765801431	10977
124.1_nom	18.66	170663001	2640
124.1_effrng	91.47	1295386207	4621
124.1_effrng_biome	53.68	730882634	3807
124.1_nom	393.95	120021998	6322
124.1_effrng	7.04	86260265	936
124.1_effrng_biome	140.08	2039611051	5574
124.1_nom	45.47	454345214	4220
124.1_effrng	106.24	1516157586	5475
124.1_effrng_biome	338.24	815850076	6327
124.1_nom	171.01	1866069090	6023
124.1_effrng	68.28	1026994839	1150
124.1_effrng_biome	2.99	42228715	192
124.1_nom	83.63	842854747	6712
124.1_effrng	95.71	1350488567	5057
124.1_effrng_biome	317.79	512037562	2346
124.1_nom	17.17	128881627	4016
124.1_effrng	26.12	318335903	3746
124.1_effrng_biome	119.05	1663358731	7727
124.1_nom	3.74	34978466	460
124.1_effrng	12.86	136370145	2588
124.1_effrng_biome	65.00	922438641	3428
124.1_nom	14.09	149481778	685
124.1_effrng	39.10	530257269	3141
124.1_effrng_biome	12.60	149136345	314
124.1_nom	110.97	1216154183	3911
124.1_effrng	93.38	1260080216	7705
124.1_effrng_biome	43.65	605007095	2975
124.1_nom	189.28	2050901675	7101
124.1_effrng	104.11	1575534579	1510
124.1_effrng_biome	10.58	161550761	64
124.1_nom	145.62	1659737754	1234
124.1_effrng	361.04	1074087361	9174
124.1_effrng_biome	12.85	180862989	698
124.1_nom	49.36	492966912	4402
124.1_effrng	363.70	1000766797	13505
124.1_effrng_biome	60.13	885085404	2033
124.1_nom	40.29	435737588	1709
124.1_effrng	8.49	97525606	1443
124.1_effrng_biome	94.45	1389163603	3068
124.1_nom	44.56	413157082	5921
124.1_effrng	6.08	64902713	1243
124.1_effrng_biome	18.47	259742435	1173
124.1_nom	8.13	81265319	708
124.1_effrng	22.27	300797000	1810
124.1_effrng_biome	99.81	1534783900	239
124.1_nom	129.18	1464082657	1541
124.1_effrng	315.20	255014217	13225
124.1_effrng_biome	17.86	242513929	1441
124.1_nom	47.00	536797900	284
124.1_effrng	47.70	713311719	687
124.1_effrng_biome	139.23	2035227630	4570
124.1_nom	68.90	777387200	756
124.1_effrng	14.63	218435043	326
124.1_effrng_biome	116.33	1740896089	2330
124.1_nom	31.21	288209960	4150
124.1_effrng	73.41	868720986	11828
124.1_effrng_biome	323.42	562604365	5075
124.1_nom	5.51	42201254	1311
124.1_effrng	318.44	559354241	2219
124.1_effrng_biome	92.49	1377962124	2020
124.1_nom	20.46	222098775	896
124.1_effrng	110.00	1702907508	352
124.1_effrng_biome	29.34	452381846	18
124.1_nom	9.76	78113200	1958
124.1_effrng	15.76	94411992	6805
124.1_effrng_biome	43.67	620080796	2219
124.1_nom	16.07	178232984	456
124.1_effrng	28.46	395213446	2012
124.1_effrng_biome	45.07	559693813	5703
124.1_nom	167.38	1713577033	5936
124.1_effrng	10.15	157115995	85
124.1_effrng_biome	27.29	394762178	1286
124.1_nom	784.09	304403844	10516
124.1_effrng	61.16	819162776	5445
124.1_effrng_biome	2.36	19785659	699
124.1_nom	3.32	7918835	1754
124.1_effrng	72.50	1027111473	4106
124.1_effrng_biome	60.18	896844432	1351
124.1_nom	137.71	1560185468	839
124.1_effrng	8.55	129583598	63
124.1_effrng_biome	4.84	51184674	968
124.1_nom	132.05	1259451591	14997
124.1_effrng	31.06	359829057	5277
124.1_effrng_biome	89.94	1203504778	7699
124.1_nom	72.46	804321742	1731
124.1_effrng	124.28	1535435849	16784
124.1_effrng_biome	49.79	730462648	1212
124.1_nom	99.73	957479837	10820
124.1_effrng	57.57	857496437	1095
124.1_effrng_biome	313.34	113532532	788
124.1_nom	17.74	192843210	62
124.1_effrng	11.08	161198846	136
124.1_effrng_biome	76.97	1039782597	4157
124.1_nom	197.81	1909486706	14514
124.1_effrng	322.91	446550577	5210
124.1_effrng_biome	575.86	38548941	6654
124.1_nom	110.19	1245760697	1687
124.1_effrng	61.16	896785618	2344
124.1_effrng_biome	23.18	333207842	1242
124.1_nom	136.92	1382253456	12026
124.1_effrng	138.03	1960801936	8639
124.1_effrng_biome	36.93	561061253	224
124.1_nom	28.73	322019429	650
124.1_effrng	40.72	630851935	36
124.1_effrng_biome	115.69	1691283418	4194
124.1_nom	36.54	322276429	6049
124.1_effrng	358.55	1137344781	4867
124.1_effrng_biome	316.88	300309742	12755
124.1_nom	23.49	235291534	1861
124.1_effrng	16.79	256143806	77
124.1_effrng_biome	385.49	1515173545	7452
124.1_nom	115.24	1247735381	5118
124.1_effrng	318.67	352307127	12442
124.1_effrng_biome	399.17	1888028826	2142
124.1_nom	126.79	1476624052	97
124.1_effrng	85.52	1158788726	7747
124.1_effrng_biome	32.70	463916851	1797
124.1_nom	467.00	1053398246	4510
124.1_effrng	89.33	1376426938	660
124.1_effrng_biome	8.70	118003429	773
124.1_nom	29.76	270243773	4457
124.1_effrng	8.17	84268197	1969
124.1_effrng_biome	50.21	747430348	1920
124.1_nom	86.16	923547571	4688
124.1_effrng	28.99	422847296	1030
124.1_effrng_biome	74.46	1127502403	1048
124.1_nom	534.89	1689534113	12395
124.1_effrng	43.31	553109489	5395
124.1_effrng_biome	16.63	218127816	1656
124.1_nom	56.67	639448210	1104
124.1_effrng	107.21	1548824478	4881
124.1_effrng_biome	101.17	1525271959	1651
124.1_nom	23.24	264309373	191
124.1_effrng	28.28	351793507	3754
124.1_effrng_biome	307.40	357097513	4032
124.1_nom	188.68	2076846583	6733
124.1_effrng	356.91	1072264833	6748
124.1_effrng_biome	26.13	397219955	607
124.1_nom	56.74	651208652	160
124.1_effrng	56.82	862219331	883
124.1_effrng_biome	65.75	961879204	2894
124.1_nom	118.19	1316981286	2523
124.1_effrng	9.45	110939892	1551
124.1_effrng_biome	97.02	1499289343	67
124.1_nom	80.39	848252109	4764
124.1_effrng	65.92	761898133	10237
124.1_effrng_biome	101.73	1414862441	2599
124.1_nom	429.11	270910265	860
124.1_effrng	33.50	391318549	2762
124.1_effrng_biome	323.25	132750175	4457
124.1_nom	112.05	1154823339	2181
124.1_effrng	436.37	1230056630	25463
124.1_effrng_biome	96.80	1312309022	278
124.1_nom	854.08	102885789	8478
124.1_effrng	108.35	1321279202	7269
124.1_effrng_biome	76.57	1060320541	2418
124.1_nom	160.31	1633190547	10096
124.1_effrng	399.08	1531895216	6314
124.1_effrng_biome	86.01	1214789044	4097
124.1_nom	55.63	548865090	5001
124.1_effrng	23.85	340386405	511
124.1_effrng_biome	120.95	1770177695	1566
124.1_nom	33.93	324672629	1010
124.1_effrng	31.08	368516403	3305
124.1_effrng_biome	16.29	203599765	1530
124.1_nom	47.09	510151576	419
124.1_effrng	4.04	37265973	958
124.1_effrng_biome	44.91	590484541	3563
124.1_nom	23.36	135081564	7776
124.1_effrng	14.56	128718698	4069
124.1_effrng_biome	22.72	340109620	14
124.1_nom	427.71	327721663	10692
124.1_effrng	21.85	292203802	2112
124.1_effrng_biome	334.75	826667639	4125
124.1_nom	395.41	125852232	12755
124.1_effrng	60.02	899933275	1591
124.1_effrng_biome	10.78	161712061	182
124.1_nom	161.15	1729605686	8406
124.1_effrng	19.23	261629475	1627
124.1_effrng_biome	97.30	1504753977	516
124.1_nom	51.32	548193217	2597
124.1_effrng	10.63	135633313	1392
124.1_effrng_biome	39.45	572455913	2044
124.1_nom	166.46	1840900376	6705
124.1_effrng	86.95	1101118152	12302
124.1_effrng_biome	17.33	221751540	2256
124.1_nom	19.77	212828174	1192
124.1_effrng	47.65	711994380	1886
124.1_effrng_biome	44.32	671104828	1051
124.1_nom	17.05	141887710	3535
124.1_effrng	5.59	71163709	681
124.1_effrng_biome	26.12	375481504	1615
124.1_nom	137.82	1593140816	1399
124.1_effrng	51.05	789026586	290
124.1_effrng_biome	5.74	83320245	247
124.1_nom	114.75	1341179291	483
124.1_effrng	70.20	939139018	6939
124.1_effrng_biome	643.62	1248808855	12174
124.1_nom	77.86	902260528	556
124.1_effrng	321.62	439772041	13812
124.1_effrng_biome	44.88	636238582	2474
124.1_nom	27.16	289867395	1374
124.1_effrng	90.84	1264968392	6821
124.1_effrng_biome	130.59	1951938709	3055
124.1_nom	183.62	2008542903	8015
124.1_effrng	306.11	463768782	1231
124.1_effrng_biome	113.46	1338225244	18094
124.1_nom	66.35	713036503	4227
124.1_effrng	62.51	950274592	1712
124.1_effrng_biome	19.06	294177105	124
124.1_nom	36.41	385354429	2497
124.1_effrng	21.77	246922521	3888
124.1_effrng_biome	113.03	1754509477	947
124.1_nom	472.87	448257590	4543
124.1_effrng	54.73	792913618	2702
124.1_effrng_biome	10.74	162789842	294
124.1_nom	37.16	364328743	4070
124.1_effrng	53.56	828709030	471
124.1_effrng_biome	113.30	1664034896	4976
124.1_nom	106.25	1173112545	3846
124.1_effrng	59.95	859387798	3598
124.1_effrng_biome	95.32	1444939087	207
124.1_nom	770.47	294412805	9887
124.1_effrng	59.06	916404785	57
124.1_effrng_biome	95.09	1426807172	2776
124.1_nom	15.96	179869009	293
124.1_effrng	71.02	1051253071	2014
124.1_effrng_biome	72.15	1118955531	161
124.1_nom	21.06	216753097	1433
124.1_effrng	121.35	1688435239	9499
124.1_effrng_biome	554.53	38167	5187
124.1_nom	83.93	826620813	10002
124.1_effrng	130.72	1949206183	4771
124.1_effrng_biome	55.23	860809331	465
124.1_nom	112.97	1222526955	6726
124.1_effrng	76.93	1114181318	4009
124.1_effrng_biome	102.05	1468435530	5712
124.1_nom	5.18	45784115	834
124.1_effrng	21.65	329907175	509
124.1_effrng_biome	3.22	13299953	1563
124.1_nom	160.89	1751434577	7918
124.1_effrng	328.51	794375587	1292
124.1_effrng_biome	940.84	1671017840	12042
124.1_nom	457.56	880720149	9057
124.1_effrng	561.84	137769196	4986
124.1_effrng_biome	93.98	1469039446	634
124.1_nom	33.15	386260683	122
124.1_effrng	361.02	1171851154	8668
124.1_effrng_biome	276.12	40056245	215
124.1_nom	26.64	285113120	1605
124.1_effrng	415.59	1938183963	13229
124.1_effrng_biome	39.16	573768844	1956
124.1_nom	454.57	861095304	8216
124.1_effrng	49.55	629308647	5663
124.1_effrng_biome	355.08	1071135587	7166
124.1_nom	9.83	107884013	358
124.1_effrng	20.56	222906950	4424
124.1_effrng_biome	373.97	1407311653	8857
124.1_nom	860.57	1065722250	29514
124.1_effrng	41.90	608497583	2114
124.1_effrng_biome	11.33	170956061	372
124.1_nom	116.19	1285771746	4158
124.1_effrng	28.49	371727691	2997
124.1_effrng_biome	35.84	563863207	37
124.1_nom	28.07	326558812	229
124.1_effrng	364.15	1239710883	8067
124.1_effrng_biome	33.21	460739584	2761
124.1_nom	112.59	1226576807	5179
124.1_effrng	37.70	468025298	5145
124.1_effrng_biome	9.73	145751657	260
124.1_nom	108.88	1248604589	445
124.1_effrng	32.09	445835469	2713
124.1_effrng_biome	113.37	1692732238	2824
124.1_nom	90.01	1044913593	80
124.1_effrng	147.08	2019432162	12878
124.1_effrng_biome	5.72	62535255	1088
124.1_nom	13.29	144550406	453
124.1_effrng	81.49	1152611414	5180
124.1_effrng_biome	384.58	1536112826	8324
124.1_nom	76.81	845382100	3366
124.1_effrng	92.76	1438212943	751
124.1_effrng_biome	107.32	1538601160	6237
124.1_nom	68.94	760199789	2758
124.1_effrng	44.73	688316009	520
124.1_effrng_biome	311.74	456355737	7223
124.1_nom	13.71	138281549	1422
124.1_effrng	39.14	597756846	715
124.1_effrng_biome	130.62	1967099772	2998
124.1_nom	100.22	1148358703	1393
124.1_effrng	37.89	558882480	1797
124.1_effrng_biome	360.43	1197063247	9202
124.1_nom	20.44	234440154	507
124.1_effrng	85.39	1248709599	4061
124.1_effrng_biome	139.69	2088960445	4141
124.1_nom	476.72	1254713034	583
124.1_effrng	420.86	2076110206	9453
124.1_effrng_biome	57.96	744864033	7151
124.1_nom	143.49	1611307891	4327
124.1_effrng	52.70	786980452	1757
124.1_effrng_biome	58.73	855606710	3331
124.1_nom	14.45	168923747	37
124.1_effrng	17.62	261990060	783
124.1_effrng_biome	12.58	139517956	2624
124.1_nom	105.27	1231406012	58
124.1_effrng	47.60	705633362	2180
124.1_effrng_biome	612.51	916174216	5635
124.1_nom	35.31	363512704	3117
124.1_effrng	6.74	105714742	4
124.1_effrng_biome	67.73	1050644875	179
124.1_nom	132.17	1368187284	11072
124.1_effrng	4.42	13349730	2300
124.1_effrng_biome	345.43	961959302	7298
124.1_nom	37.45	417132203	992
124.1_effrng	117.79	1684255769	6600
124.1_effrng_biome	23.83	355915548	584
