124.1_nom	11.31	98032599	1960
124.1_effrng	411.46	1682193575	15394
124.1_effrng_biome	12.80	179162704	758
124.1_nom	37.68	414003229	1177
124.1_effrng	50.99	592996460	8590
124.1_effrng_biome	51.36	784211959	1105
124.1_nom	490.58	1134615077	18608
124.1_effrng	340.49	904877775	6450
124.1_effrng_biome	310.03	489044578	3950
124.1_nom	127.44	1362172468	8259
124.1_effrng	5.75	65890136	1123
124.1_effrng_biome	565.61	135092044	6673
124.1_nom	28.36	304605239	1602
124.1_effrng	96.91	1402910103	5018
124.1_effrng_biome	98.40	1524538185	985
124.1_nom	12.57	90797258	3473
124.1_effrng	129.52	1913275545	5518
124.1_effrng_biome	56.63	830729013	2295
124.1_nom	7.86	81573934	546
124.1_effrng	64.21	989143380	255
124.1_effrng_biome	20.68	309981500	431
124.1_nom	162.68	1825217418	4766
124.1_effrng	127.99	1825325876	8163
124.1_effrng_biome	41.43	600361210	2223
124.1_nom	24.74	221832771	4003
124.1_effrng	127.43	1749334950	11192
124.1_effrng_biome	896.89	697091495	19011
124.1_nom	49.68	566055092	959
124.1_effrng	328.81	692937053	7085
124.1_effrng_biome	30.32	411599800	2599
124.1_nom	18.85	212001237	576
124.1_effrng	102.98	1532448794	4226
124.1_effrng_biome	85.05	1342781951	69
124.1_nom	103.69	1145756470	4552
124.1_effrng	299.73	197880084	10242
124.1_effrng_biome	103.12	1503249002	4092
124.1_nom	12.67	86906791	3479
124.1_effrng	95.93	1490503965	348
124.1_effrng_biome	16.60	220205327	1394
124.1_nom	42.51	500520729	14
124.1_effrng	49.70	768093157	452
124.1_effrng_biome	135.91	2081984927	2170
124.1_nom	3.19	29191843	512
124.1_effrng	49.48	615025994	6653
124.1_effrng_biome	19.78	294645656	576
124.1_nom	107.92	1166327302	5155
124.1_effrng	88.58	1192388191	7930
124.1_effrng_biome	304.56	289964614	7297
124.1_nom	57.01	662568614	132
124.1_effrng	593.10	477100846	11444
124.1_effrng_biome	57.09	834260745	2585
124.1_nom	97.74	1134046481	686
124.1_effrng	70.51	1103081090	409
124.1_effrng_biome	70.15	1072933414	1418
124.1_nom	29.49	302028696	2571
124.1_effrng	574.65	317176649	4418
124.1_effrng_biome	132.39	2015871645	2379
124.1_nom	70.35	813751272	100
124.1_effrng	583.89	489117366	3019
124.1_effrng_biome	569.40	36111217	11025
124.1_nom	17.12	178344433	1410
124.1_effrng	70.48	1036066273	2729
124.1_effrng_biome	32.63	449650604	2743
124.1_nom	28.73	339101250	196
124.1_effrng	14.60	140702069	4106
124.1_effrng_biome	3.30	35445001	623
124.1_nom	9.23	101478200	299
124.1_effrng	330.21	601365318	13996
124.1_effrng_biome	313.77	454379527	8026
124.1_nom	19.10	202655914	1211
124.1_effrng	68.91	991960749	3398
124.1_effrng_biome	19.59	307072218	41
124.1_nom	172.86	1961740717	4112
124.1_effrng	57.49	881898490	1063
124.1_effrng_biome	22.17	344305321	155
124.1_nom	9.51	99188780	667
124.1_effrng	66.71	941756481	4901
124.1_effrng_biome	64.08	957716004	2083
124.1_nom	72.37	688334471	9589
124.1_effrng	35.04	545710868	65
124.1_effrng_biome	40.97	636122815	460
124.1_nom	141.73	1570083385	4756
124.1_effrng	95.25	1162439390	13848
124.1_effrng_biome	4.59	52685335	808
124.1_nom	178.52	1979292963	6358
124.1_effrng	7.98	93444694	1414
124.1_effrng_biome	112.55	1668767448	4091
124.1_nom	36.57	420587952	203
124.1_effrng	37.02	573126979	65
124.1_effrng_biome	302.86	290838876	5261
124.1_nom	120.87	1402878434	760
124.1_effrng	6.68	64266557	1777
124.1_effrng_biome	5.30	52264592	1398
124.1_nom	104.75	1077957822	8365
124.1_effrng	78.87	1225687015	430
124.1_effrng_biome	2.31	35154772	35
124.1_nom	100.94	1069588716	6635
124.1_effrng	64.22	962083082	1569
124.1_effrng_biome	328.52	654457859	11036
124.1_nom	24.72	272517401	1209
124.1_effrng	15.18	203690395	1600
124.1_effrng_biome	104.60	1553767008	4306
124.1_nom	68.26	730581685	4256
124.1_effrng	24.36	384155690	14
124.1_effrng_biome	40.67	582850795	2165
124.1_nom	18.91	161934467	3402
124.1_effrng	335.10	881282579	4867
124.1_effrng_biome	16.21	231395927	1096
124.1_nom	13.73	150220027	617
124.1_effrng	23.44	363773582	265
124.1_effrng_biome	2.10	2785507	1257
124.1_nom	2.58	17908101	738
124.1_effrng	40.72	637150617	189
124.1_effrng_biome	588.46	254404868	14486
124.1_nom	45.92	447064212	1884
124.1_effrng	100.46	1418477685	6532
124.1_effrng_biome	581.93	458376588	2087
124.1_nom	34.47	402530287	232
124.1_effrng	33.43	507684307	883
124.1_effrng_biome	299.37	276571428	6047
124.1_nom	172.75	1933379055	4631
124.1_effrng	15.20	96060894	6214
124.1_effrng_biome	32.43	461157783	1961
124.1_nom	469.77	930492605	15570
124.1_effrng	31.62	434772889	2593
124.1_effrng_biome	71.13	996683844	5204
124.1_nom	56.65	656721528	601
124.1_effrng	32.94	366399879	6968
124.1_effrng_biome	69.48	1079284931	453
124.1_nom	124.70	1260012614	11829
124.1_effrng	47.60	534808840	9680
124.1_effrng_biome	59.80	940357877	399
124.1_nom	86.55	911482397	5733
124.1_effrng	338.78	815016748	8396
124.1_effrng_biome	126.23	1711333697	4123
124.1_nom	437.32	311294581	263
124.1_effrng	44.11	602220621	1242
124.1_effrng_biome	101.88	1347824045	2871
124.1_nom	79.50	839590920	897
124.1_effrng	16.96	216055318	1463
124.1_effrng_biome	130.12	1708644153	10484
124.1_nom	20.66	191062204	2366
124.1_effrng	60.77	855432921	1597
124.1_effrng_biome	0.91	7959964	222
124.1_nom	25.85	277976731	339
124.1_effrng	97.42	1351906394	3929
124.1_effrng_biome	21.96	323290307	500
124.1_nom	55.13	596062480	963
124.1_effrng	61.27	778782588	5975
124.1_effrng_biome	25.31	344004383	1300
124.1_nom	59.45	663582695	330
124.1_effrng	14.82	195876870	1492
124.1_effrng_biome	6.04	77504181	644
124.1_nom	21.74	232988594	1066
124.1_effrng	4.38	59569990	375
124.1_effrng_biome	52.50	726582953	3912
124.1_nom	41.87	487001029	93
124.1_effrng	13.67	152093893	2576
124.1_effrng_biome	56.91	875490507	576
124.1_nom	37.00	415530467	1244
124.1_effrng	410.62	2046117761	5395
124.1_effrng_biome	36.05	553958697	672
124.1_nom	82.88	889413610	4314
124.1_effrng	118.22	1777757491	4145
124.1_effrng_biome	54.16	803700981	2360
124.1_nom	387.79	36185674	12401
124.1_effrng	115.44	1774201861	1039
124.1_effrng_biome	7.32	88292745	1175
124.1_nom	10.45	115335843	345
124.1_effrng	125.25	1832683960	5813
124.1_effrng_biome	142.77	2133531840	3052
124.1_nom	25.57	243538999	3467
124.1_effrng	54.54	814077859	1307
124.1_effrng_biome	28.95	424607784	1339
124.1_nom	188.33	2027194440	10817
124.1_effrng	46.18	645252032	3130
124.1_effrng_biome	65.53	1010084061	405
124.1_nom	148.50	1718743970	797
124.1_effrng	15.47	190318021	2387
124.1_effrng_biome	57.16	880900947	552
124.1_nom	24.38	264099526	1207
124.1_effrng	6.88	90589909	801
124.1_effrng_biome	99.21	1519789089	2111
124.1_nom	6.51	62136627	885
124.1_effrng	20.33	213139027	4913
124.1_effrng_biome	37.84	532802957	3145
124.1_nom	28.64	302566789	1907
124.1_effrng	35.46	478635239	3493
124.1_effrng_biome	66.70	935087920	5263
124.1_nom	72.51	775853997	4466
124.1_effrng	107.45	1679335378	1077
124.1_effrng_biome	34.29	512559501	1241
124.1_nom	415.36	417998281	9655
124.1_effrng	33.12	385078091	6028
124.1_effrng_biome	76.74	1176141293	808
124.1_nom	3.50	40187076	39
124.1_effrng	82.21	1090320338	8934
124.1_effrng_biome	8.61	118600246	644
124.1_nom	165.73	1738298214	12001
124.1_effrng	2.94	38907613	296
124.1_effrng_biome	407.74	1948786663	8347
124.1_nom	129.01	1522653285	371
124.1_effrng	49.00	713006883	2513
124.1_effrng_biome	6.07	92770114	123
124.1_nom	180.44	2068985627	2725
124.1_effrng	68.27	958210020	4484
124.1_effrng_biome	304.94	407982647	3584
124.1_nom	25.17	271375472	1288
124.1_effrng	21.77	305199890	1393
124.1_effrng_biome	111.82	1698414160	2620
124.1_nom	79.27	899266307	1512
124.1_effrng	92.85	1196650768	11210
124.1_effrng_biome	106.93	1618202076	2795
124.1_nom	40.42	467046061	451
124.1_effrng	111.53	1555566181	8503
124.1_effrng_biome	52.52	765866818	2621
124.1_nom	472.86	1076333654	10702
124.1_effrng	25.44	386643994	603
124.1_effrng_biome	91.49	1311247952	5813
124.1_nom	538.90	1941324098	5030
124.1_effrng	37.91	573384467	744
124.1_effrng_biome	73.20	1131669434	11
124.1_nom	83.75	833054726	8419
124.1_effrng	111.38	1620079757	4930
124.1_effrng_biome	38.32	531345542	3204
124.1_nom	18.66	211396035	329
124.1_effrng	26.74	410538136	180
124.1_effrng_biome	123.83	1869660390	2707
124.1_nom	45.41	520551074	498
124.1_effrng	150.69	2038769567	13361
124.1_effrng_biome	6.48	99445702	62
124.1_nom	41.83	448940059	2217
124.1_effrng	17.41	210084061	2542
124.1_effrng_biome	29.03	439286243	471
124.1_nom	75.79	841949072	1804
124.1_effrng	41.62	639951548	364
124.1_effrng_biome	90.79	1353334750	2673
124.1_nom	34.21	369324555	1637
124.1_effrng	54.92	774150794	3484
124.1_effrng_biome	312.43	404232398	6844
124.1_nom	12.37	138325307	400
124.1_effrng	82.29	1202083771	4086
124.1_effrng_biome	113.32	1733154297	2372
124.1_nom	50.85	558945674	2006
124.1_effrng	38.67	515291963	3546
124.1_effrng_biome	8.99	115748841	1070
124.1_nom	118.29	1364812725	507
124.1_effrng	11.30	131379757	1880
124.1_effrng_biome	352.45	1137973053	4853
124.1_nom	130.16	1412230927	6307
124.1_effrng	30.33	455893392	738
124.1_effrng_biome	38.65	513137549	3562
124.1_nom	93.14	994890761	5021
124.1_effrng	37.41	549003065	1046
124.1_effrng_biome	26.45	368316961	1712
124.1_nom	88.24	926360641	5603
124.1_effrng	114.08	1684377832	4743
124.1_effrng_biome	85.45	1245667782	4065
124.1_nom	18.51	162514354	3389
124.1_effrng	5.79	24533735	3022
124.1_effrng_biome	75.19	1085843514	4407
124.1_nom	475.21	1071607878	8792
124.1_effrng	65.08	991664378	669
124.1_effrng_biome	40.37	615606009	683
124.1_nom	18.99	219309697	51
124.1_effrng	60.68	820637261	5541
124.1_effrng_biome	111.67	1568309250	7912
124.1_nom	44.79	476924957	2640
124.1_effrng	42.93	658266690	790
124.1_effrng_biome	307.42	406532872	3965
124.1_nom	6.02	52681273	1009
124.1_effrng	379.75	1465860365	8161
124.1_effrng_biome	389.94	1566713016	8930
124.1_nom	158.40	1852698686	118
124.1_effrng	42.65	629987886	1559
124.1_effrng_biome	5.23	77343991	181
124.1_nom	13.08	134478219	1006
124.1_effrng	13.98	207530223	380
124.1_effrng_biome	123.86	1742508343	7707
124.1_nom	37.60	350362870	5500
124.1_effrng	12.70	143951511	2301
124.1_effrng_biome	647.34	1194204794	13573
124.1_nom	97.99	985630277	8108
124.1_effrng	57.86	740566498	7217
124.1_effrng_biome	17.65	250905646	887
124.1_nom	40.01	382784917	4819
124.1_effrng	124.54	1936347818	594
124.1_effrng_biome	59.75	869439340	3051
124.1_nom	22.32	178737600	5161
124.1_effrng	60.05	930407818	997
124.1_effrng_biome	323.69	637360578	7006
124.1_nom	570.74	1947374917	24123
124.1_effrng	65.20	932927977	4116
124.1_effrng_biome	15.17	196845241	1648
124.1_nom	11.30	132636279	59
124.1_effrng	33.99	434712763	4340
124.1_effrng_biome	81.26	1246452665	571
124.1_nom	110.23	1210371440	4687
124.1_effrng	5.88	91894044	62
124.1_effrng_biome	20.95	300126388	1313
124.1_nom	34.16	362555261	2102
124.1_effrng	61.37	950070752	620
124.1_effrng_biome	34.04	484754465	1955
124.1_nom	428.56	450086585	5691
124.1_effrng	117.95	1330489763	14426
124.1_effrng_biome	39.38	532886086	1925
124.1_nom	21.52	213428877	1080
124.1_effrng	360.09	740124399	4661
124.1_effrng_biome	4.95	60025083	304
124.1_nom	113.74	1061854450	5108
124.1_effrng	38.19	489798158	539
124.1_effrng_biome	111.02	1507639852	1906
124.1_nom	39.69	401920457	2788
124.1_effrng	358.28	923581466	8403
124.1_effrng_biome	1.88	18746033	295
124.1_nom	144.96	1707661374	266
124.1_effrng	30.53	463016622	1243
124.1_effrng_biome	298.18	421849764	3863
124.1_nom	111.89	1332062933	800
124.1_effrng	71.02	1077799677	3060
124.1_effrng_biome	49.34	729074455	2724
124.1_nom	110.99	1259754759	4617
124.1_effrng	85.14	1264026579	5056
124.1_effrng_biome	288.41	194419116	4948
124.1_nom	85.11	925421005	5819
124.1_effrng	11.37	171084340	535
124.1_effrng_biome	33.47	536957057	110
124.1_nom	142.15	1597947494	6932
124.1_effrng	83.71	1144129833	9073
124.1_effrng_biome	559.72	154732036	12112
124.1_nom	96.64	1095059194	4195
124.1_effrng	8.22	80314599	2482
124.1_effrng_biome	55.59	842971518	2450
124.1_nom	48.59	517526647	897
124.1_effrng	133.16	1933628940	9128
124.1_effrng_biome	99.03	1586149977	361
124.1_nom	77.05	791503011	7984
124.1_effrng	26.51	377993524	2148
124.1_effrng_biome	275.79	47214038	4495
124.1_nom	176.23	2052553443	4019
124.1_effrng	26.33	400455545	806
124.1_effrng_biome	25.05	342549289	2656
