2	36.12	1041189155	19357	9.14
3	176.34	2180395	133933	44.49
0	69.88	65020	54987	17.61
1	56.13	286580961	43187	14.47
2	224.88	3559792234	141588	57.56
3	2.06	289383	1482	0.53
0	0.14	50000	107	0.08
1	6.54	622514326	226	1.67
2	47.03	805318775	30508	11.88
3	262.35	1791087	197826	66.67
0	59.52	49640	43093	14.97
1	11.97	404741372	5936	3.06
2	23.45	103541536	17297	5.93
3	140.88	770385	107388	35.61
0	0.30	12951	209	0.09
1	19.68	1039842047	6907	4.97
2	155.04	528074042	116473	39.63
3	15.35	1028843	12019	3.88
0	0.25	31096	213	0.08
1	7.13	326483092	3065	1.81
2	6.98	527043276	1400	1.79
3	25.80	781058	18885	6.68
0	0.27	18154	208	0.08
1	23.06	2207647765	963	5.89
2	10.52	571317659	3820	2.67
3	94.70	670971	69041	23.96
0	0.22	46801	180	0.08
1	14.75	362143277	8632	3.74
2	406.68	5999137421	268826	102.86
3	7.64	473373	5618	1.95
0	0.33	5494	245	0.10
1	16.14	1442257130	1047	4.09
2	348.64	198941787	270315	88.69
3	33.07	223300	25403	8.33
0	0.15	35778	111	0.06
1	0.54	28554616	197	0.16
2	156.97	1114756734	113486	39.47
3	13.73	1003103	10877	3.54
0	0.10	22726	75	0.07
1	6.58	365159755	2228	1.70
2	201.57	2420728757	135703	50.95
3	88.07	2733609	67317	22.44
0	0.18	16147	123	0.09
1	1.92	100130219	468	0.51
2	31.34	265965597	21298	7.90
3	241.97	3350452	184020	61.76
0	0.19	12470	150	0.08
1	101.79	1301068396	67524	25.73
2	338.21	3658113221	231420	85.76
3	263.08	1199744	184388	66.85
0	0.07	19234	49	0.05
1	109.98	1928472843	72639	27.78
2	29.79	43789491	22218	7.56
3	6.24	374098	4894	1.60
0	0.20	23484	143	0.09
1	18.25	690458166	9241	4.62
2	143.76	1862144395	88520	36.79
3	1.49	946611	959	0.42
0	0.14	3828	110	0.08
1	51.79	1586662000	28361	13.11
2	210.96	1371597070	153166	53.75
3	93.84	2274098	66525	23.65
0	0.32	9635	246	0.08
1	4.56	42562254	3270	1.18
2	6.81	43383660	4554	1.73
3	12.85	2245639	10265	3.27
0	0.24	2299	155	0.10
1	100.42	1135368379	68564	25.46
2	212.04	1751414527	147945	53.83
3	2.06	468596	1497	0.55
0	0.26	9764	203	0.08
1	18.03	803202069	7600	4.58
2	22.21	388310660	14346	5.65
3	115.54	1209170	86985	29.19
0	0.26	10408	207	0.08
1	12.56	781804098	3818	3.21
2	62.89	1143626849	41625	15.80
3	261.27	2989326	200916	66.32
0	0.25	10141	175	0.09
1	0.97	72637559	200	0.26
2	36.08	1497616922	16347	9.30
3	31.61	233827	23515	8.02
0	0.15	40528	103	0.09
1	6.91	418573321	2106	1.77
2	102.97	1387245256	66010	26.46
3	22.11	1250363	17102	5.57
0	0.16	5014	119	0.08
1	5.25	321041727	1477	1.34
2	148.03	1942488196	96304	37.53
3	112.60	1858422	86642	28.89
0	0.15	16120	94	0.09
1	13.53	165638390	8346	3.44
2	127.17	3560724461	71877	32.21
3	2.03	755547	1476	0.52
0	0.16	6000	124	0.06
1	17.76	1557628335	1750	4.57
2	108.83	898650492	77523	27.48
3	25.33	402610	17559	6.42
0	0.20	7559	136	0.09
1	22.13	1954894286	1271	5.66
2	13.22	1093918721	742	3.39
3	128.13	1268032	96958	32.43
0	0.24	22136	140	0.14
1	9.96	637978413	3064	4.01
2	263.74	956837917	190210	66.57
3	57.02	290183	43581	14.33
0	0.28	10973	163	0.12
1	16.77	171223190	11811	4.25
2	53.27	1305495964	31323	13.41
3	217.39	662288	172177	55.56
0	90.70	75838	65675	23.03
1	9.21	200950870	5594	2.35
2	14.67	1185072394	2001	3.72
3	78.90	564732	53196	19.94
0	0.28	17230	214	0.08
1	6.19	45568616	4296	1.58
2	198.70	1604930298	142312	50.62
3	188.40	1926645	140763	48.05
0	0.16	17566	122	0.06
1	7.39	70195329	4813	1.87
2	1.60	86149311	428	0.43
3	135.33	544356	105003	34.13
0	0.22	20579	163	0.08
1	12.49	407917286	6084	3.19
2	217.94	2632991156	147279	55.18
3	39.39	1010108	31300	9.89
0	0.62	14751	491	0.16
1	7.86	670133311	794	2.05
2	18.75	159494613	13489	4.76
3	96.43	1467621	70495	24.69
0	0.06	28435	45	0.02
1	4.70	215622512	1769	1.27
2	194.17	568432888	144440	49.15
3	4.82	2271590	3277	1.31
0	0.12	32268	88	0.05
1	8.61	109123372	5310	2.17
2	4.91	408706927	732	1.26
3	4.56	323184	3261	1.28
0	0.11	13285	79	0.04
1	6.95	688479751	163	1.77
2	7.29	581278839	1237	1.84
3	87.19	1603956	65740	22.14
0	0.29	16512	232	0.08
1	4.33	81919771	2504	1.11
2	11.53	540769681	3793	2.97
3	10.19	533523	7137	2.59
0	0.29	30094	194	0.10
1	18.35	1644813082	736	4.67
2	194.59	1204252247	143323	49.40
3	70.45	1992099	48639	17.79
0	0.15	19370	102	0.09
1	19.32	579697235	10043	4.88
2	31.52	931575111	17695	7.98
3	121.09	1628912	91951	30.84
0	91.14	83219	65725	23.09
1	2.87	230297314	451	0.74
2	41.74	1981769646	17200	10.53
3	114.21	2402402	88558	29.16
0	0.17	28691	121	0.09
1	12.92	880668442	2787	3.41
2	20.30	248796788	11877	5.16
3	10.75	796521	6969	2.79
0	0.29	6708	215	0.09
1	21.13	44497120	16493	5.38
2	170.20	2640662847	111351	43.03
3	117.08	2639657	81438	30.07
0	0.33	7715	221	0.10
1	11.30	338355562	5623	2.87
2	105.94	950148258	73320	27.10
3	182.42	1833128	139061	46.14
0	0.11	19934	87	0.08
1	4.37	231896646	1507	1.12
2	96.37	337423778	71705	24.55
3	79.09	747741	56746	19.85
0	0.21	12865	174	0.08
1	4.60	408857638	463	1.20
2	5.77	155041842	3125	1.49
3	207.24	3001330	157338	52.88
0	0.12	14180	95	0.08
1	16.72	886973422	5579	4.37
2	104.12	1282461750	74226	26.26
3	114.35	390773	84969	29.18
0	0.32	33240	244	0.09
1	10.59	625927515	3092	2.74
2	65.95	1316855081	41293	16.61
3	16.66	215014	11801	4.26
0	0.20	5463	148	0.09
1	16.20	369504366	9733	4.16
2	77.06	1032601600	47117	19.31
3	12.70	602692	9941	3.23
0	0.24	12393	190	0.08
1	41.67	817951172	24259	10.49
2	145.79	430803198	108989	37.08
3	13.04	648039	9248	3.30
0	0.13	6736	99	0.08
1	1.87	76599811	605	0.51
2	488.97	2585568777	351984	123.47
3	10.78	429061	8148	2.73
0	0.25	11183	171	0.10
1	15.19	857389191	5074	3.83
2	136.22	255234535	105211	34.51
3	164.74	2358279	117202	42.49
0	1.86	21297	1214	0.49
1	13.03	108251326	8391	3.42
2	82.61	173673821	62192	20.78
3	87.60	761653	67866	22.08
0	0.31	12563	191	0.10
1	38.00	3539780847	971	9.57
2	128.87	488186284	94970	32.42
3	23.02	243123	17857	5.84
0	0.20	2989	162	0.08
1	15.99	392909539	8523	4.13
2	102.05	917037888	74718	25.90
3	41.49	550946	29937	10.45
0	0.28	16656	204	0.09
1	75.98	338178229	56437	19.37
2	130.64	848734146	93137	32.87
3	42.97	786643	33539	10.79
0	0.14	9295	101	0.08
1	114.92	2747811338	66538	29.23
2	158.34	235953414	114701	40.31
3	98.97	1721264	76654	25.28
0	0.09	15249	64	0.04
1	4.03	346257663	215	1.03
2	139.43	460352855	102569	34.99
3	56.01	957073	42460	14.16
0	0.19	10916	159	0.08
1	26.83	1262992277	11236	6.86
2	119.33	1041447125	77769	30.19
3	131.91	309711	104365	33.39
0	0.25	26165	184	0.09
1	15.08	321911652	9276	3.81
2	20.99	350379598	13531	5.37
3	113.17	2873834	82704	28.73
0	0.20	14695	146	0.08
1	28.72	1673845568	9457	7.25
2	3.36	282440534	470	0.85
3	233.77	3056244	169003	59.53
0	0.10	11839	84	0.08
1	2.31	107695052	948	0.62
2	201.91	1729054718	138029	51.34
3	13.29	432170	10689	3.34
0	0.21	26884	170	0.08
1	7.73	737063756	216	2.04
2	196.94	2820470702	131821	49.96
3	244.73	6216920	178115	62.28
0	0.12	19441	94	0.08
1	3.59	308129620	237	0.93
2	4.14	171509468	1781	1.06
3	1.16	406895	713	0.32
0	0.07	11243	48	0.03
1	68.07	364504483	48528	17.06
2	304.24	4808493422	200042	77.49
3	58.21	2063831	41110	15.01
0	0.23	12836	166	0.09
1	9.81	60438008	7179	2.50
2	220.62	1568680459	146553	56.28
3	276.77	2112218	205510	70.47
0	0.13	11532	101	0.07
1	10.45	219393514	6070	2.65
2	53.63	1112699530	33433	13.44
3	1.38	1112714	958	0.37
0	0.16	19255	122	0.08
1	28.49	2829771483	230	7.29
2	157.55	1009909301	114970	39.64
3	85.91	408887	65293	22.08
0	0.30	32126	197	0.10
1	54.87	332759703	40566	13.78
2	17.75	1404545306	2857	4.50
3	26.56	967191	20443	6.68
0	0.31	4544	236	0.08
1	12.45	777929953	2761	3.37
2	29.07	1239141453	13293	7.38
3	15.16	212807	10706	3.89
0	0.31	16088	207	0.10
1	6.07	377922403	1827	1.58
2	24.03	1819110877	3297	6.12
3	188.55	1168830	144641	47.63
0	0.27	20500	210	0.08
1	8.48	671459379	1262	2.22
2	14.18	258578944	8544	3.59
3	30.74	344173	21213	7.83
0	0.15	26007	110	0.09
1	0.41	8719751	237	0.11
2	18.84	220017338	12273	4.75
3	4.81	256143	3534	1.24
0	90.22	81069	65758	22.91
1	30.99	2113092399	6640	8.10
2	130.12	155474479	99287	32.85
3	39.81	235893	28623	10.24
0	0.18	8895	148	0.08
1	2.75	254778004	192	0.71
2	48.24	405496444	33823	12.12
3	10.96	382062	8378	2.77
0	0.20	20680	160	0.08
1	16.21	1538949876	715	4.14
2	68.00	174412170	51525	17.14
3	94.91	595776	73398	24.03
0	0.07	23779	41	0.02
1	19.88	521401502	11130	5.01
2	5.44	319619022	1748	1.40
3	7.19	457865	4581	1.82
0	0.13	14538	105	0.06
1	2.39	24808128	1475	0.66
2	87.67	1331389451	58839	22.20
3	19.23	325469	12734	4.94
0	0.13	24282	113	0.07
1	9.94	365114065	4571	2.70
2	187.40	1870014820	133058	47.69
3	100.67	2566193	75946	25.45
0	0.27	16990	214	0.08
1	133.77	2702580345	83695	33.78
2	2.72	120831175	973	0.70
3	3.25	317057	2262	0.86
0	0.09	3613	74	0.03
1	11.40	941493185	1486	2.87
2	22.15	747996561	11500	5.58
3	12.11	517109	8431	3.07
0	0.19	8508	154	0.08
1	42.16	3901198598	2813	10.68
2	123.43	1634922613	77187	31.15
3	16.78	888019	12496	4.31
0	0.18	23089	140	0.08
1	8.67	609106664	2028	2.24
2	130.52	591627195	95510	32.96
3	364.28	3113940	277335	92.48
0	0.63	15314	485	0.17
1	21.74	2150572807	234	5.46
2	3.75	215021979	1239	0.95
3	27.16	485715	19685	7.03
0	0.27	23364	194	0.09
1	10.81	281917198	6365	2.77
2	24.97	801752296	12988	6.38
3	82.00	4229567	59090	20.80
0	0.16	9881	129	0.08
1	68.10	328179263	47814	17.34
2	45.89	182881560	32896	11.55
3	17.80	299812	12747	4.56
0	0.12	18410	80	0.06
1	11.57	518929318	4514	2.91
2	106.72	1383701138	69878	27.04
3	100.95	1947017	75508	25.74
0	0.19	17785	157	0.08
1	15.27	1356749903	1405	3.89
2	8.45	565969096	2271	2.14
3	2.65	504101	2022	0.70
0	0.27	15178	219	0.08
1	24.54	1158764286	9170	6.21
2	12.45	1097918228	987	3.13
3	31.02	604985	21755	7.90
0	0.16	9157	101	0.10
1	1.46	82562394	235	0.41
2	315.65	365141314	229728	80.36
3	55.39	479983	45046	13.97
0	0.30	26038	232	0.08
1	79.33	1247558113	52712	19.98
2	187.68	1996418736	131316	47.20
3	37.85	1833387	27329	9.57
0	0.12	9268	87	0.06
1	18.77	1267711099	4629	4.75
2	51.88	454569573	35936	13.00
3	0.99	1016668	700	0.27
0	0.10	18348	74	0.04
1	19.89	698527655	10248	5.11
2	5.75	450311286	994	1.46
3	25.99	376064	19759	6.59
0	0.13	8825	90	0.06
1	8.49	199226073	4652	2.14
2	104.39	1241538814	65987	26.71
3	0.61	1499689	449	0.18
0	0.26	4079	199	0.08
1	5.16	171845141	2357	1.37
2	25.60	296496260	17879	6.48
3	36.25	307518	27976	9.20
0	0.23	19516	185	0.08
1	4.23	113508822	2271	1.08
2	117.81	1690176542	76975	29.66
3	40.25	492516	31958	10.28
0	0.20	8274	158	0.08
1	9.82	907147619	484	2.47
2	42.29	55514999	32412	10.76
3	7.82	204674	6087	2.00
0	0.15	27482	104	0.09
1	4.90	203913909	2001	1.26
2	213.48	3887732662	132811	54.22
3	95.68	3536835	74195	24.61
0	84.82	83137	65750	21.38
1	4.41	402859327	379	1.15
2	427.82	5416135644	275132	108.39
3	80.22	344778	59833	20.13
0	0.25	10094	195	0.09
1	16.37	781057489	6334	4.13
2	233.36	1490649946	163283	59.13
3	25.35	784730	19546	6.40
0	0.64	6862	308	0.19
1	9.39	742345406	1514	2.38
2	109.51	636261441	79457	27.89
3	6.60	2944441	4657	1.70
0	0.13	13283	95	0.08
1	0.71	4257558	469	0.19
2	18.98	763796519	8896	4.82
3	0.30	266183	218	0.09
0	0.22	12366	173	0.08
1	3.20	243194777	503	0.90
2	27.29	1063558861	13056	6.93
3	1.09	738122	807	0.32
0	0.17	12658	115	0.06
1	16.94	215226567	11465	4.31
2	201.30	1550855722	137278	51.03
3	103.99	1139184	76479	26.34
0	0.25	19970	196	0.08
1	5.03	383938048	997	1.27
2	172.98	766273720	127807	43.94
3	70.17	253399	55717	17.64
0	0.22	7517	160	0.08
1	5.60	284529303	1991	1.43
2	30.02	188373877	21816	7.55
3	23.38	788227	18162	5.94
0	0.35	6986	232	0.10
1	9.46	475235222	3630	2.47
2	301.68	1179863713	221417	76.59
3	114.03	1370669	83428	28.90
0	2.01	10191	1525	0.52
1	14.25	1382906136	235	3.58
2	485.10	2649865592	349409	123.51
3	398.36	5148429	294597	101.28
0	0.18	8815	117	0.07
1	16.45	1079595738	4552	4.20
2	217.08	2266857760	138699	54.90
3	105.55	2137298	80236	26.62
0	0.12	14181	93	0.08
1	2.89	158859903	985	0.75
2	21.51	781200491	9695	5.48
3	91.74	201717	69315	23.31
0	0.14	12293	112	0.08
1	5.13	322502970	1517	1.32
2	17.10	559290582	9171	4.47
3	31.99	1430193	23596	8.04
0	0.09	9609	70	0.03
1	3.21	297485217	219	0.82
2	5.63	211030336	2762	1.44
3	89.05	1528298	69349	22.66
0	0.18	11729	125	0.07
1	9.21	797866924	963	2.33
2	33.60	574357347	21100	8.42
3	2.24	563348	1766	0.58
0	0.17	17569	131	0.07
1	57.83	7264731	44269	14.83
2	40.82	2086110503	14201	10.35
3	215.92	1839581	165094	55.03
0	0.16	5866	111	0.09
1	108.35	476972941	80580	27.61
2	10.54	449294046	4407	2.74
3	135.77	1021621	101599	34.53
0	0.28	17091	215	0.09
1	26.89	2248210091	3530	6.88
2	114.93	890760327	82218	29.30
3	70.85	485547	59550	17.83
0	0.10	19081	70	0.03
1	119.45	2878602630	70864	30.26
2	9.46	241556313	5601	2.42
3	181.61	1920443	137499	46.22
0	0.30	17619	188	0.11
1	4.90	192633669	2267	1.27
2	203.66	1838000330	142713	51.74
3	36.24	245750	25648	9.14
0	0.02	18113	18	0.01
1	3.46	121741441	1733	0.89
2	378.21	2751042625	269779	95.78
3	167.26	1934322	127541	42.12
0	0.12	4809	76	0.04
1	112.99	1758451000	70184	28.83
2	52.24	829985802	35023	13.31
3	4.60	417926	3562	1.16
0	0.22	9944	162	0.09
1	2.87	88223664	1393	0.76
2	2.75	133414716	963	0.72
3	130.42	1357212	101460	33.40
0	0.17	13145	143	0.07
1	11.74	1070803076	721	3.05
2	110.45	2771702675	65771	28.08
3	285.76	3377175	222537	72.51
0	0.28	10798	212	0.09
1	1.31	104196654	224	0.34
2	196.49	1331022136	131836	49.91
3	119.09	1404087	85086	30.31
0	0.29	25529	227	0.09
1	11.16	1051884524	470	2.80
2	87.48	243274515	65357	22.00
3	218.51	1195050	161802	55.51
0	0.21	16175	165	0.08
1	25.07	729815778	13765	6.36
2	1.49	93395598	472	0.39
3	103.73	512681	76777	26.33
0	0.13	14553	109	0.08
1	2.59	62455896	1474	0.68
2	75.29	306719084	56628	19.20
3	3.19	748299	2517	0.81
0	0.15	2305	114	0.06
1	5.93	216803933	2868	1.55
2	37.84	532460960	25409	9.56
3	39.05	228894	29105	10.01
0	94.44	78653	65598	23.86
1	38.39	348654081	28140	9.69
2	22.56	602997970	13020	5.68
3	423.01	3930358	311522	107.34
0	0.14	25584	101	0.09
1	14.52	1338436530	756	3.68
2	113.11	1345479885	76888	28.54
3	29.63	575151	21962	7.70
0	0.25	12116	201	0.08
1	4.75	139174724	2295	1.22
2	6.48	292881534	2671	1.67
3	77.88	622390	58182	20.03
0	0.28	9877	207	0.09
1	5.32	161998188	2830	1.38
2	223.31	2709350993	150749	56.74
3	16.75	835485	12242	4.31
0	0.18	11526	123	0.09
1	25.52	1098076338	10689	6.50
2	6.90	260010544	3279	1.77
3	136.36	2120725	98273	34.47
0	0.29	19535	217	0.09
1	95.73	970244436	66257	24.27
2	25.92	146695595	18034	6.53
3	41.15	2495293	31439	10.52
0	0.31	18760	177	0.12
1	3.63	79897229	2241	0.94
2	200.54	1789738598	137178	50.87
3	39.63	374018	29483	9.95
0	0.67	16964	456	0.21
1	11.46	53180831	7980	2.95
2	99.98	706844246	67520	25.28
3	21.01	1071108	15613	5.42
0	0.27	3540	215	0.08
1	162.76	2442983281	99310	41.38
2	32.34	1182096885	15559	8.20
3	90.45	1295292	68548	22.75
0	0.06	4591	35	0.05
1	8.85	634644948	1499	2.28
2	361.92	3628222252	250823	91.78
3	139.08	1796557	102424	35.28
0	0.27	12648	211	0.08
1	8.20	661389799	1214	2.10
2	15.55	929532545	4462	4.02
3	7.01	1502245	5089	1.77
0	0.04	5820	25	0.01
1	7.76	730306747	214	2.05
2	71.93	368166313	49370	18.24
3	15.02	1048082	10234	3.82
0	88.96	68838	65748	22.59
1	29.55	820468692	16724	7.65
