124.1_para_linear_biomes	31.65	2032063834	6068	7.98	3
124.1_para_linear_biomes	10.74	706061836	2132	2.73	3
124.1_para_linear_biomes	17.85	1129440329	3554	4.54	3
124.1_para_linear_biomes	15.59	1089674264	1875	4.07	3
124.1_para_linear_biomes	49.26	2374907990	15140	12.40	3
124.1_para_linear_biomes	89.65	3970577199	33225	22.52	3
124.1_para_linear_biomes	8.22	563656184	1105	2.09	3
124.1_para_linear_biomes	16.47	1095143931	2550	4.12	3
124.1_para_linear_biomes	24.18	1803881679	2671	6.08	3
124.1_para_linear_biomes	5.56	360949171	318	1.39	3
124.1_para_linear_biomes	25.48	2195705303	89	6.90	3
124.1_para_linear_biomes	17.64	1062104002	3798	4.43	3
124.1_para_linear_biomes	23.75	1624886774	3402	5.99	3
124.1_para_linear_biomes	10.03	609217872	2182	2.57	3
124.1_para_linear_biomes	53.77	3312688183	11458	13.52	3
124.1_para_linear_biomes	24.15	1696196411	3236	6.05	3
124.1_para_linear_biomes	20.15	969798822	5937	5.07	3
124.1_para_linear_biomes	23.31	1498729505	4177	5.85	3
124.1_para_linear_biomes	10.68	846503279	343	2.68	3
124.1_para_linear_biomes	28.66	1453573459	7599	7.23	3
124.1_para_linear_biomes	5.98	301379415	1687	1.55	3
124.1_para_linear_biomes	14.55	929689068	2769	3.70	3
124.1_para_linear_biomes	10.04	819600319	324	2.53	3
124.1_para_linear_biomes	33.21	2105337452	6285	8.36	3
124.1_para_linear_biomes	29.94	1655933774	8052	7.54	3
124.1_para_linear_biomes	26.15	1955402959	2606	6.56	3
124.1_para_linear_biomes	7.29	514568880	1156	1.85	3
124.1_para_linear_biomes	6.59	386340318	1649	1.67	3
124.1_para_linear_biomes	27.72	1836132447	4719	6.96	3
124.1_para_linear_biomes	6.10	506552676	185	1.53	3
124.1_para_linear_biomes	8.83	623579589	1018	2.29	3
124.1_para_linear_biomes	27.67	2028715355	3123	6.96	3
124.1_para_linear_biomes	11.45	796080605	1581	2.88	3
124.1_para_linear_biomes	54.40	3813741795	7165	13.69	3
124.1_para_linear_biomes	51.40	2971199008	13020	12.89	3
124.1_para_linear_biomes	23.25	1757982141	1886	5.83	3
124.1_para_linear_biomes	18.99	1389220615	2064	4.79	3
124.1_para_linear_biomes	24.06	1798293119	2268	6.07	3
124.1_para_linear_biomes	18.24	1508523350	555	4.60	3
124.1_para_linear_biomes	13.15	928196997	1555	3.30	3
124.1_para_linear_biomes	32.36	1854414884	7666	8.14	3
124.1_para_linear_biomes	36.16	1387786223	15262	9.12	3
124.1_para_linear_biomes	7.32	539750701	797	1.87	3
124.1_para_linear_biomes	10.45	875651264	219	2.62	3
124.1_para_linear_biomes	5.82	450139267	342	1.46	3
124.1_para_linear_biomes	41.95	1557245947	17661	10.58	3
124.1_para_linear_biomes	8.44	523562936	1650	2.17	3
124.1_para_linear_biomes	47.65	3615153229	3286	12.77	3
124.1_para_linear_biomes	16.01	1257314783	1143	4.02	3
124.1_para_linear_biomes	29.92	2004622134	4897	7.51	3
124.1_para_linear_biomes	5.10	391398280	371	1.28	3
124.1_para_linear_biomes	31.87	1892061377	7070	8.02	3
124.1_para_linear_biomes	10.54	567336309	3086	2.67	3
124.1_para_linear_biomes	16.12	1065338942	2266	14.28	3
124.1_para_linear_biomes	17.96	695046994	7454	4.55	3
124.1_para_linear_biomes	4.02	253407020	834	1.06	3
124.1_para_linear_biomes	16.69	677648321	5731	4.22	3
124.1_para_linear_biomes	10.64	863310175	610	2.67	3
124.1_para_linear_biomes	23.99	1666032624	3568	6.04	3
124.1_para_linear_biomes	15.43	952394346	3060	3.91	3
124.1_para_linear_biomes	6.40	354111812	1737	1.63	3
124.1_para_linear_biomes	13.50	1044284055	850	3.40	3
124.1_para_linear_biomes	7.44	518146089	1040	1.86	3
124.1_para_linear_biomes	15.29	1242024618	610	3.84	3
124.1_para_linear_biomes	54.51	1787242820	24890	13.71	3
124.1_para_linear_biomes	3.31	195804215	784	0.85	3
124.1_para_linear_biomes	24.00	1778484538	2252	6.05	3
124.1_para_linear_biomes	6.83	568420800	200	1.71	3
124.1_para_linear_biomes	17.61	1390876943	770	4.61	3
124.1_para_linear_biomes	19.99	1510326306	1698	5.05	3
124.1_para_linear_biomes	11.92	746103686	2466	3.04	3
124.1_para_linear_biomes	6.73	514870437	400	1.68	3
124.1_para_linear_biomes	5.62	253501767	1959	1.45	3
124.1_para_linear_biomes	10.44	772652431	789	2.67	3
124.1_para_linear_biomes	5.71	256539302	1931	1.43	3
124.1_para_linear_biomes	20.77	1573832060	1896	5.21	3
124.1_para_linear_biomes	3.70	242941883	593	0.93	3
124.1_para_linear_biomes	11.51	867295259	822	2.90	3
124.1_para_linear_biomes	18.58	897952658	6028	4.70	3
124.1_para_linear_biomes	12.40	886195381	1367	3.14	3
124.1_para_linear_biomes	21.47	1541226523	2526	5.38	3
124.1_para_linear_biomes	25.95	2099086536	1055	6.50	3
124.1_para_linear_biomes	42.69	1831390181	15569	10.71	3
124.1_para_linear_biomes	5.83	401540551	952	1.46	3
124.1_para_linear_biomes	5.75	362849972	993	1.44	3
124.1_para_linear_biomes	5.22	314935061	1227	1.31	3
124.1_para_linear_biomes	21.40	1311449106	4408	5.38	3
124.1_para_linear_biomes	32.04	1813238006	7803	8.07	3
124.1_para_linear_biomes	13.59	1100233528	356	3.42	3
124.1_para_linear_biomes	11.17	870953181	771	2.82	3
124.1_para_linear_biomes	28.03	1624363109	6472	7.04	3
124.1_para_linear_biomes	31.77	1780499240	7721	8.01	3
124.1_para_linear_biomes	24.06	1605843947	3867	6.03	3
124.1_para_linear_biomes	5.49	388234050	655	1.38	3
124.1_para_linear_biomes	6.63	227318192	3005	1.69	3
124.1_para_linear_biomes	14.90	1045839850	2148	3.80	3
124.1_para_linear_biomes	12.77	857707734	1960	3.22	3
124.1_para_linear_biomes	31.49	1642048250	8796	7.93	3
124.1_para_linear_biomes	16.71	1287653159	1153	4.24	3
124.1_para_linear_biomes	9.97	700038870	1300	2.50	3
124.1_para_linear_biomes	18.88	1536664267	720	4.73	3
124.1_para_linear_biomes	22.12	1822451404	783	5.54	3
124.1_para_linear_biomes	46.25	3931354419	501	12.16	3
124.1_para_linear_biomes	1.04	68728336	59	0.26	3
124.1_para_linear_biomes	9.22	714792019	307	2.36	3
124.1_para_linear_biomes	13.09	490182457	5452	3.33	3
124.1_para_linear_biomes	40.68	2344070151	9700	10.24	3
124.1_para_linear_biomes	3.84	262551277	635	0.96	3
124.1_para_linear_biomes	16.21	960018842	3403	4.11	3
124.1_para_linear_biomes	21.52	1697148568	1578	5.39	3
124.1_para_linear_biomes	22.67	1405393330	2918	5.74	3
124.1_para_linear_biomes	12.72	744764802	2126	3.23	3
124.1_para_linear_biomes	77.62	3239964426	23781	19.56	3
124.1_para_linear_biomes	18.25	1069167376	2857	4.58	3
124.1_para_linear_biomes	29.15	1463907228	6902	7.34	3
124.1_para_linear_biomes	29.44	1735302268	4793	7.44	3
124.1_para_linear_biomes	23.94	1457267448	3423	6.02	3
124.1_para_linear_biomes	21.41	930809719	6513	5.41	3
124.1_para_linear_biomes	17.59	571638531	7087	4.44	3
124.1_para_linear_biomes	28.49	1372979081	7258	7.16	3
124.1_para_linear_biomes	25.77	1489197411	4580	6.47	3
124.1_para_linear_biomes	31.25	1912237454	4220	7.89	3
124.1_para_linear_biomes	6.89	421295365	991	1.73	3
124.1_para_linear_biomes	4.12	316551025	84	1.09	3
124.1_para_linear_biomes	13.35	660713042	3123	3.40	3
124.1_para_linear_biomes	4.93	345569820	353	1.23	3
124.1_para_linear_biomes	10.69	808104088	64	2.68	3
124.1_para_linear_biomes	28.67	2064093643	860	7.19	3
124.1_para_linear_biomes	12.67	708962253	2146	3.24	3
124.1_para_linear_biomes	13.38	635941643	3520	3.41	3
124.1_para_linear_biomes	15.37	910577630	2375	3.87	3
124.1_para_linear_biomes	41.22	2522807803	5488	10.36	3
124.1_para_linear_biomes	14.40	850490277	2082	3.61	3
124.1_para_linear_biomes	25.98	1609581410	936	6.54	3
124.1_para_linear_biomes	24.69	1211320186	4027	6.22	3
124.1_para_linear_biomes	17.41	856628751	2780	4.42	3
124.1_para_linear_biomes	7.07	400106072	667	1.78	3
124.1_para_linear_biomes	63.43	2963086168	13308	16.00	3
124.1_para_linear_biomes	16.22	714060429	3285	4.08	3
124.1_para_linear_biomes	33.79	2032278363	1902	8.57	3
124.1_para_linear_biomes	8.44	463856265	1131	2.17	3
124.1_para_linear_biomes	40.02	2496286152	2687	10.11	3
124.1_para_linear_biomes	20.25	1199558601	1742	5.09	3
124.1_para_linear_biomes	20.55	787268708	4248	5.24	3
124.1_para_linear_biomes	7.60	421622334	864	1.97	3
124.1_para_linear_biomes	16.13	997544801	774	4.11	3
124.1_para_linear_biomes	32.90	1185674175	8024	8.29	3
124.1_para_linear_biomes	20.48	1321332620	1215	5.16	3
124.1_para_linear_biomes	37.08	1928671414	4558	9.35	3
124.1_para_linear_biomes	5.01	284324691	72	1.26	3
124.1_para_linear_biomes	31.53	1598789295	4907	7.95	3
124.1_para_linear_biomes	24.87	1525118931	3282	6.26	3
124.1_para_linear_biomes	11.92	879152081	338	2.99	3
124.1_para_linear_biomes	13.01	896153076	1033	3.30	3
124.1_para_linear_biomes	33.05	1848933983	5727	8.42	3
124.1_para_linear_biomes	28.27	1569435335	5320	7.16	3
124.1_para_linear_biomes	8.27	520224952	302	2.08	3
124.1_para_linear_biomes	29.13	1731256360	4452	7.39	3
124.1_para_linear_biomes	14.51	513268148	5083	3.68	3
124.1_para_linear_biomes	8.93	533750035	1362	2.30	3
124.1_para_linear_biomes	14.35	838920004	2478	3.62	3
124.1_para_linear_biomes	11.93	708539584	1828	3.04	3
124.1_para_linear_biomes	35.99	1934583336	6815	9.13	3
124.1_para_linear_biomes	53.99	3492403418	5799	13.56	3
124.1_para_linear_biomes	64.88	3160865975	16372	16.34	3
124.1_para_linear_biomes	18.30	729656407	4601	4.63	3
124.1_para_linear_biomes	24.17	1190934588	3171	6.11	3
124.1_para_linear_biomes	21.24	1110380418	4793	5.36	3
124.1_para_linear_biomes	1.63	109477688	73	0.41	3
124.1_para_linear_biomes	14.26	879828952	2030	3.85	3
124.1_para_linear_biomes	5.72	396273165	416	1.44	3
124.1_para_linear_biomes	15.99	1049982233	2065	5.17	3
124.1_para_linear_biomes	17.40	1229972856	999	4.41	3
124.1_para_linear_biomes	27.74	2104597525	481	6.95	3
124.1_para_linear_biomes	4.48	210856040	1213	1.16	3
124.1_para_linear_biomes	18.36	1412904326	231	4.69	3
124.1_para_linear_biomes	22.27	1047708263	5687	5.62	3
124.1_para_linear_biomes	21.68	884265786	6748	5.48	3
124.1_para_linear_biomes	32.81	1574985419	8697	8.27	3
124.1_para_linear_biomes	7.06	348363424	1940	1.83	3
124.1_para_linear_biomes	40.62	2659683658	5599	10.21	3
124.1_para_linear_biomes	27.22	1862140316	3162	6.82	3
124.1_para_linear_biomes	37.54	1607166986	12388	9.45	3
124.1_para_linear_biomes	19.95	969741991	5818	5.02	3
124.1_para_linear_biomes	18.56	1270296057	2232	4.70	3
124.1_para_linear_biomes	29.33	1953190061	3455	7.36	3
124.1_para_linear_biomes	2.82	185120975	73	0.71	3
124.1_para_linear_biomes	14.71	937575697	2777	7.00	3
124.1_para_linear_biomes	3.32	201310884	588	0.89	3
124.1_para_linear_biomes	24.64	1765729749	2430	7.92	3
124.1_para_linear_biomes	26.05	1578724457	4659	6.59	3
124.1_para_linear_biomes	34.06	1369512253	9869	8.60	3
124.1_para_linear_biomes	32.67	1183981884	12100	8.25	3
124.1_para_linear_biomes	40.36	2249616925	7609	10.15	3
124.1_para_linear_biomes	4.88	340123763	322	1.22	3
124.1_para_linear_biomes	25.84	1516505315	4754	6.52	3
124.1_para_linear_biomes	8.63	436452703	2315	2.21	3
124.1_para_linear_biomes	48.77	2880692933	8882	12.27	3
124.1_para_linear_biomes	23.96	1444272207	4261	6.08	3
124.1_para_linear_biomes	37.00	2258079250	5040	9.55	3
124.1_para_linear_biomes	25.84	1372129559	6254	23.34	3
124.1_para_linear_biomes	24.93	1883338392	1132	6.47	3
124.1_para_linear_biomes	37.65	1825396135	10998	9.52	3
124.1_para_linear_biomes	50.29	2460937494	14748	15.89	3
124.1_para_linear_biomes	23.31	1610044999	2576	5.87	3
124.1_para_linear_biomes	24.38	1442446208	4755	6.16	3
124.1_para_linear_biomes	2.24	152738055	263	0.56	3
124.1_para_linear_biomes	20.47	1227353120	2930	5.14	3
124.1_para_linear_biomes	2.79	170945395	481	0.73	3
124.1_para_linear_biomes	27.99	1446791223	7212	7.08	3
124.1_para_linear_biomes	43.07	2136950088	11534	10.85	3
124.1_para_linear_biomes	29.26	1649478698	6532	7.36	3
124.1_para_linear_biomes	39.72	1446017286	15699	10.02	3
124.1_para_linear_biomes	11.51	536450694	3456	2.93	3
124.1_para_linear_biomes	9.00	488681027	2073	2.27	3
124.1_para_linear_biomes	15.96	825965399	4083	4.01	3
124.1_para_linear_biomes	34.15	1910079731	7689	8.61	3
124.1_para_linear_biomes	6.93	505359977	473	1.74	3
124.1_para_linear_biomes	19.82	1359480592	2040	5.03	3
124.1_para_linear_biomes	33.96	1903217968	7336	8.57	3
124.1_para_linear_biomes	1.90	123061749	274	0.47	3
124.1_para_linear_biomes	38.44	1476188535	13299	9.67	3
124.1_para_linear_biomes	34.19	2441601596	2312	8.60	3
124.1_para_linear_biomes	40.58	2531917807	6676	10.18	3
124.1_para_linear_biomes	9.41	593006579	1097	2.36	3
124.1_para_linear_biomes	31.08	2060893051	3941	7.80	3
124.1_para_linear_biomes	12.01	946163339	277	3.01	3
124.1_para_linear_biomes	11.19	768641470	530	2.81	3
124.1_para_linear_biomes	20.82	1490855795	1672	5.22	3
124.1_para_linear_biomes	6.31	258255495	2079	1.62	3
124.1_para_linear_biomes	20.83	1280674600	3424	5.26	3
124.1_para_linear_biomes	11.30	753605308	1428	2.88	3
124.1_para_linear_biomes	23.25	1451394896	3675	5.89	3
124.1_para_linear_biomes	18.18	965517520	4561	4.58	3
124.1_para_linear_biomes	21.96	1221574477	4254	5.63	3
124.1_para_linear_biomes	10.41	720366145	1125	2.65	3
124.1_para_linear_biomes	52.84	3289673902	8989	13.30	3
124.1_para_linear_biomes	35.20	2468947179	3576	8.85	3
124.1_para_linear_biomes	14.43	983037756	1619	3.62	3
124.1_para_linear_biomes	36.64	2592616476	3251	9.26	3
124.1_para_linear_biomes	20.27	1183335463	4021	5.09	3
124.1_para_linear_biomes	21.60	1279855477	3502	5.43	3
124.1_para_linear_biomes	13.66	922173883	1579	3.50	3
124.1_para_linear_biomes	5.87	434369026	407	1.48	3
124.1_para_linear_biomes	11.70	843515938	1021	2.99	3
124.1_para_linear_biomes	30.47	1359435521	9910	7.68	3
124.1_para_linear_biomes	37.82	2174808042	7789	9.56	3
124.1_para_linear_biomes	5.05	340115455	575	1.27	3
124.1_para_linear_biomes	8.46	699389083	10	2.40	3
124.1_para_linear_biomes	23.35	1210827763	6086	5.90	3
124.1_para_linear_biomes	6.87	324363818	2129	1.73	3
124.1_para_linear_biomes	22.38	1144928060	5545	5.65	3
124.1_para_linear_biomes	13.98	583721219	4482	3.56	3
124.1_para_linear_biomes	34.92	2376292459	4262	8.82	3
124.1_para_linear_biomes	3.65	255831967	349	0.92	3
124.1_para_linear_biomes	28.04	2286645654	219	7.02	3
124.1_para_linear_biomes	28.19	2037278438	1237	7.08	3
124.1_para_linear_biomes	10.54	827902464	343	2.69	3
124.1_para_linear_biomes	14.22	904226587	2050	3.59	3
124.1_para_linear_biomes	8.16	455924284	1762	2.08	3
124.1_para_linear_biomes	42.91	2967373320	4876	11.67	3
124.1_para_linear_biomes	12.22	471259030	4097	3.10	3
124.1_para_linear_biomes	22.15	1506951536	2393	5.60	3
124.1_para_linear_biomes	9.80	690250038	908	2.50	3
124.1_para_linear_biomes	33.90	1789838893	7584	8.56	3
124.1_para_linear_biomes	5.48	377943972	510	1.38	3
124.1_para_linear_biomes	31.97	1935431861	5577	8.06	3
124.1_para_linear_biomes	39.50	3108379168	1195	9.96	3
124.1_para_linear_biomes	93.94	3212904183	38217	23.63	3
124.1_para_linear_biomes	11.63	794116775	1222	2.93	3
124.1_para_linear_biomes	5.18	275390493	682	1.37	3
124.1_para_linear_biomes	9.33	606422463	970	2.34	3
124.1_para_linear_biomes	9.56	789726707	25	2.49	3
124.1_para_linear_biomes	51.14	2014515698	18033	12.85	3
124.1_para_linear_biomes	18.99	1519862926	158	4.77	3
124.1_para_linear_biomes	25.72	2094719853	337	6.93	3
124.1_para_linear_biomes	26.17	1737026211	3452	6.61	3
124.1_para_linear_biomes	26.98	1424656743	6446	6.81	3
124.1_para_linear_biomes	1.99	159034664	18	0.52	3
124.1_para_linear_biomes	8.47	645421456	12	2.19	3
124.1_para_linear_biomes	6.82	367475991	1535	1.76	3
124.1_para_linear_biomes	2.02	144322480	152	0.51	3
124.1_para_linear_biomes	21.89	1172127586	5353	5.54	3
124.1_para_linear_biomes	12.09	766578012	1870	3.04	3
124.1_para_linear_biomes	16.30	991922411	2845	4.14	3
124.1_para_linear_biomes	22.69	1773591575	657	5.80	3
124.1_para_linear_biomes	4.89	312068349	423	1.23	3
124.1_para_linear_biomes	16.18	1159684025	1531	4.07	3
124.1_para_linear_biomes	35.70	1862285376	8707	9.01	3
124.1_para_linear_biomes	36.04	1376099238	13936	9.06	3
124.1_para_linear_biomes	34.48	2447547817	2933	8.71	3
124.1_para_linear_biomes	13.83	436351662	5889	3.51	3
124.1_para_linear_biomes	24.40	1243264360	6260	6.15	3
124.1_para_linear_biomes	23.18	1860696920	205	5.96	3
124.1_para_linear_biomes	11.47	750077656	1518	2.90	3
124.1_para_linear_biomes	12.05	837445000	1290	3.02	3
124.1_para_linear_biomes	35.08	2168737412	5922	8.85	3
124.1_para_linear_biomes	3.27	247565374	97	0.82	3
124.1_para_linear_biomes	17.25	962711892	3854	4.33	3
124.1_para_linear_biomes	11.13	779867861	1156	2.80	3
124.1_para_linear_biomes	10.09	648271230	1389	2.52	3
124.1_para_linear_biomes	15.62	1128652951	1037	3.91	3
124.1_para_linear_biomes	32.42	1921282877	6157	8.17	3
124.1_para_linear_biomes	0.89	54403023	145	0.22	3
124.1_para_linear_biomes	5.93	402983021	698	1.49	3
124.1_para_linear_biomes	8.57	651500875	406	2.15	3
124.1_para_linear_biomes	14.67	674783373	4491	3.68	3
124.1_para_linear_biomes	11.41	702246045	2058	2.97	3
124.1_para_linear_biomes	26.72	1194240740	8526	6.72	3
124.1_para_linear_biomes	18.59	1070042020	3787	4.72	3
124.1_para_linear_biomes	22.35	1688913220	1268	5.66	3
124.1_para_linear_biomes	19.56	1381056187	1749	4.93	3
124.1_para_linear_biomes	3.07	198873693	432	0.77	3
124.1_para_linear_biomes	8.44	547827210	1207	2.17	3
124.1_para_linear_biomes	6.10	392032485	749	1.53	3
124.1_para_linear_biomes	24.01	1248319569	5917	6.11	3
124.1_para_linear_biomes	21.60	1255336514	3264	5.49	3
124.1_para_linear_biomes	19.34	1445911106	1115	4.87	3
124.1_para_linear_biomes	46.89	1707394775	17881	11.82	3
124.1_para_linear_biomes	15.93	1246318187	614	4.01	3
124.1_para_linear_biomes	37.48	691098174	20400	9.46	3
124.1_para_linear_biomes	20.31	1201199953	3492	5.13	3
124.1_para_linear_biomes	3.84	285185606	241	1.00	3
124.1_para_linear_biomes	21.65	1301754502	3858	5.50	3
124.1_para_linear_biomes	37.69	867846725	18177	9.50	3
124.1_para_linear_biomes	27.63	1778409454	3863	6.97	3
124.1_para_linear_biomes	6.99	508410237	522	1.79	3
124.1_para_linear_biomes	32.05	2017259083	4479	8.05	3
124.1_para_linear_biomes	10.17	719561070	944	2.54	3
124.1_para_linear_biomes	13.79	626385566	4324	3.50	3
124.1_para_linear_biomes	9.38	650538096	864	2.35	3
124.1_para_linear_biomes	1.57	129496331	17	0.44	3
124.1_para_linear_biomes	13.10	886801542	1619	3.29	3
124.1_para_linear_biomes	7.16	572049430	27	1.79	3
124.1_para_linear_biomes	31.94	2108182895	4369	8.44	3
124.1_para_linear_biomes	18.93	954662651	4505	4.79	3
124.1_para_linear_biomes	11.59	855272651	755	2.90	3
124.1_para_linear_biomes	20.13	887789192	6219	5.09	3
124.1_para_linear_biomes	22.53	762830043	8841	5.71	3
124.1_para_linear_biomes	9.09	672082100	624	2.31	3
124.1_para_linear_biomes	19.74	975169545	5308	4.99	3
124.1_para_linear_biomes	15.77	986798202	2508	3.98	3
